ID,Source,Sample,Scan  #,Side,Treatment,Region,Sq,Ssk,Sku,Sp,Sv,Sz,Sa,Area size,Analyst
838,I14,I14.2.16A.20,8,Ventral,Unheated,South Africa,139.07,-0.26,2.53,327.09,435.43,762.52,114.67,45772335.19,JM
839,I14,I14.2.16A.20,9,Ventral,Unheated,South Africa,128.1,-1.17,5.17,217.57,597.52,815.09,101.25,45641840.8,JM
840,I14,I14.2.16A.20,10,Ventral,Unheated,South Africa,224.82,0.32,2.47,585.24,520.23,1105.47,184.73,44512649.81,JM
841,I14,I14.2.16A.24,1,Dorsal,Unheated,South Africa,102.36,0.53,3.48,387.32,287.84,675.16,80.1,45604995.33,JM
842,I14,I14.2.16A.24,2,Dorsal,Unheated,South Africa,78.44,0.1,2.18,332.74,217.5,550.24,66.49,46241071.04,JM
843,I14,I14.2.16A.24,3,Dorsal,Unheated,South Africa,92.12,0.73,3.03,303,357.04,660.04,74.55,45826191,JM
844,I14,I14.2.16A.24,4,Dorsal,Unheated,South Africa,105.51,0.46,2.29,332.57,295.65,628.22,88.82,45703434.15,JM
845,I14,I14.2.16A.24,5,Ventral,Unheated,South Africa,116.43,-1.24,4.85,312.13,568.47,880.6,88.61,45194598.15,JM
846,I14,I14.2.16A.24,6,Ventral,Unheated,South Africa,87.19,0.3,2.31,255.05,219.12,474.17,72.68,46147483.54,JM
847,I14,I14.2.16A.24,7,Ventral,Unheated,South Africa,84.48,1.31,6.19,387.09,226.15,613.24,59.66,46032587.06,JM
848,I14,I14.2.16A.24,8,Ventral,Unheated,South Africa,77.45,-0.13,2.69,212.19,250.02,462.21,63,33219695.97,JM
849,I14,I14.2.16A.19,1,Dorsal,Unheated,South Africa,78.15,0.18,3.72,304.8,275.31,580.11,61.32,46747208.81,JM
850,I14,I14.2.16A.19,2,Dorsal,Unheated,South Africa,139.71,0.18,3.17,383.43,393.9,777.33,107.72,46036821.28,JM
851,I14,I14.2.16A.19,3,Dorsal,Unheated,South Africa,83.38,0.3,3.11,299.02,253.84,552.86,66.99,45866885.92,JM
852,I14,I14.2.16A.19,4,Dorsal,Unheated,South Africa,93.93,0.84,4.3,389.2,273.62,662.82,69.31,45936223.48,JM
853,I14,I14.2.16A.19,5,Dorsal,Unheated,South Africa,122.66,-0.19,2.51,328.01,391.87,719.88,100.45,46038233.82,JM
854,I14,I14.2.16A.19,6,Ventral,Unheated,South Africa,109.21,0.15,3.37,376.32,340.35,716.67,85.28,44993564.35,JM
855,I14,I14.2.16A.19,7,Ventral,Unheated,South Africa,69.31,-0.33,3.21,190.51,254.4,444.91,55.84,45602862.75,JM
856,I14,I14.2.16A.19,8,Ventral,Unheated,South Africa,99.75,-0.6,2.98,250.01,334.93,584.94,80.94,46658525.52,JM
857,I14,I14.2.16A.19,9,Ventral,Unheated,South Africa,92.67,-0.65,2.73,244.08,296.32,540.4,77.64,45907665.49,JM
858,I14,I14.2.16A.19,10,Ventral,Unheated,South Africa,126.27,-0.03,2.53,330.17,402.39,732.56,102.88,45686755.67,JM
859,D9,D9.1.10A.9,1,Dorsal,Unheated,South Africa,68.87,0.2,3.57,252.96,424.18,677.14,53.26,45022613.65,JM
860,D9,D9.1.10A.9,2,Dorsal,Unheated,South Africa,78.04,-0.27,2.77,303.11,249.85,552.96,62.09,45869281.11,JM
861,D9,D9.1.10A.9,3,Dorsal,Unheated,South Africa,90.22,-0.03,2.54,237.92,257.37,495.29,72.99,46099280.35,JM
862,D9,D9.1.10A.9,4,Dorsal,Unheated,South Africa,55.89,0.26,3.55,214.62,268.6,483.22,43.64,45448342.56,JM
863,D9,D9.1.10A.9,5,Dorsal,Unheated,South Africa,89,0.11,3.93,313.33,366.28,679.61,65.18,46183234.69,JM
864,D9,D9.1.10A.9,6,Ventral,Unheated,South Africa,99.49,-0.07,2.81,260.58,587.78,848.36,83.14,45593589.09,JM
865,D9,D9.1.10A.9,7,Ventral,Unheated,South Africa,60.93,0.11,4.37,337.36,220.53,557.89,47.74,46405065.73,JM
866,D9,D9.1.10A.9,8,Ventral,Unheated,South Africa,80.62,0.67,3.26,330.86,218.96,549.82,63.83,45591500.97,JM
867,D9,D9.1.10A.9,9,Ventral,Unheated,South Africa,121.86,-0.58,5.33,461.88,493.03,954.91,86.52,45945497.15,JM
868,D9,D9.1.10A.9,10,Ventral,Unheated,South Africa,110.37,-0.64,3.45,300.65,540.83,841.48,88.14,46586485.7,JM
869,D9,D9.1.10A.32,1,Dorsal,Unheated,South Africa,95.51,0.43,3,344.14,242.18,586.32,76.39,44022285.82,JM
870,D9,D9.1.10A.32,2,Dorsal,Unheated,South Africa,106.83,0.35,2.47,372.27,220.7,592.97,87.88,46030188.46,JM
871,D9,D9.1.10A.32,3,Dorsal,Unheated,South Africa,77.04,-0.4,3.77,239.33,502.45,741.78,58.99,45796565.72,JM
872,D9,D9.1.10A.32,4,Dorsal,Unheated,South Africa,131.81,0.63,3.76,447.32,375.26,822.58,99.34,45340067.89,JM
873,D9,D9.1.10A.32,5,Dorsal,Unheated,South Africa,112.21,0.24,4.1,391.55,368.45,760,83.97,45517802.95,JM
874,D9,D9.1.10A.32,6,Ventral,Unheated,South Africa,100,-0.42,2.86,261.89,339.84,601.73,80.06,45696520.66,JM
875,D9,D9.1.10A.32,7,Ventral,Unheated,South Africa,128.3,-0.18,3.37,310.37,480.69,791.06,97,46440072.3,JM
876,D9,D9.1.10A.32,8,Ventral,Unheated,South Africa,99.74,-0.48,3.73,355.61,439.8,795.41,76.53,47168331.59,JM
877,D9,D9.1.10A.32,9,Ventral,Unheated,South Africa,127.58,-0.69,4.26,312.94,581.06,894,100.98,45624050.93,JM
878,D9,D9.1.10A.32,10,Ventral,Unheated,South Africa,119.54,-0.01,2.82,350.77,321.02,671.79,96.24,45653775.8,JM
879,D9,D9.1.10A.21,1,Dorsal,Unheated,South Africa,69.93,-1.02,8.67,270.03,457.32,727.35,51.71,44801089.68,JM
880,D9,D9.1.10A.21,2,Dorsal,Unheated,South Africa,65.88,0.83,4.43,289.55,208.37,497.92,49.03,45202743.9,JM
881,D9,D9.1.10A.21,3,Dorsal,Unheated,South Africa,122.05,0.44,2.54,323.75,310.65,634.4,97.89,47031744.59,JM
882,D9,D9.1.10A.21,4,Ventral,Unheated,South Africa,105.56,0.32,2.57,297.43,289.07,586.5,85.13,43341500.33,JM
883,D9,D9.1.10A.21,5,Ventral,Unheated,South Africa,109.23,-0.02,2.37,313.61,309.9,623.51,91.22,42976326.62,JM
884,D9,D9.1.10A.21,6,Ventral,Unheated,South Africa,125.33,0.67,2.79,378.96,258.7,637.66,102.39,43437369.17,JM
885,D9,D9.1.10A.26,1,Dorsal,Unheated,South Africa,152.86,-0.44,3.32,499.32,591.93,1091.25,121.29,45442201.06,JM
886,D9,D9.1.10A.26,2,Dorsal,Unheated,South Africa,89.1,0.57,4.79,429.19,271.45,700.64,67,46452908.03,JM
887,D9,D9.1.10A.26,3,Dorsal,Unheated,South Africa,120.62,0.34,3.63,411.06,334.79,745.85,88.16,45905638.8,JM
888,D9,D9.1.10A.26,4,Ventral,Unheated,South Africa,89.57,-0.18,2.96,292.66,388.23,680.89,73.32,45467258.39,JM
889,D9,D9.1.10A.26,5,Ventral,Unheated,South Africa,98.71,-0.56,4.92,328.79,463.81,792.6,74.99,45373170.58,JM
890,D9,D9.1.10A.26,6,Ventral,Unheated,South Africa,115.48,-0.81,3.64,240.21,452.73,692.94,90.08,45886784.39,JM
891,D9,D9.1.10A.37,1,Dorsal,Unheated,South Africa,127.25,0.28,2.53,357.45,272.59,630.04,103.25,45838942.09,JM
892,D9,D9.1.10A.37,2,Dorsal,Unheated,South Africa,157.79,-0.41,2.99,368.84,538.91,907.75,124.3,46420542.32,JM
893,D9,D9.1.10A.37,3,Dorsal,Unheated,South Africa,140.3,0.23,2.89,409.03,428.9,837.93,113.95,44151564.43,JM
894,D9,D9.1.10A.37,4,Dorsal,Unheated,South Africa,154.47,0.09,2.82,415.19,439.7,854.89,123.83,45235600.94,JM
895,D9,D9.1.10A.37,5,Ventral,Unheated,South Africa,133.45,-0.71,2.66,219.26,530.95,750.21,112.58,45529656.05,JM
896,D9,D9.1.10A.37,6,Ventral,Unheated,South Africa,144.72,-0.41,2.44,300.13,440.72,740.85,119.34,46199693.91,JM
897,D9,D9.1.10A.37,7,Ventral,Unheated,South Africa,129.25,-0.84,3.75,225.43,583.29,808.72,103.17,46262951.38,JM
898,D9,D9.1.10A.37,8,Ventral,Unheated,South Africa,113.54,-0.49,3.38,299.54,477.56,777.1,87.06,45976757.39,JM
